320.5997201,353.8846405
386.1967649,373.8289735
362.6425401,382.0677688
349.1426849,384.8129324
340.241621,383.6008235
339.3759187,381.0879908
375.5679962,379.5456085
357.5444354,376.7498959
350.3092291,372.6180573
345.5095685,370.2129072
343.9397127,368.4238324
358.5727797,364.9429943
344.1405349,360.5127115
338.9901765,355.7134285
336.2049817,350.9748919
337.3784757,356.3577849
330.0674906,350.2023888
328.9419566,343.877898
331.1743072,333.5220231
335.1482968,346.0061514
334.1830543,341.4599268
324.775573,335.3690638
321.642851,328.4160579
327.6724682,322.8678854
336.3865846,343.6529293
314.8024661,331.7147726
305.4748112,322.0094882
328.6403469,320.8118676
338.4870514,342.7192552
334.6741932,342.7391081
307.8950038,326.3934124
291.4157235,313.3539613
302.2226514,305.6297258
344.0027624,326.3290148
347.2343215,348.2316913
312.5695043,335.73667
285.82647,309.687982
313.8934602,299.4275947
345.266049,295.3841847
357.8457469,360.5461557
357.8681391,363.8249517
286.5149002,325.7850695
267.0572534,302.2000554
320.5918411,289.9891091
354.2808359,287.5058644
378.2423503,339.7037397
381.2758949,371.9598511
312.903455,329.4287708
266.9065654,292.008932
313.3957965,280.6553767
364.2213831,278.5299807
379.9578328,374.7793126
352.1180152,352.8668538
259.8165535,302.8563756
245.4437953,277.5298305
337.440037,270.8333404
383.7254568,341.8088802
386.5726825,381.0680335
316.2733457,365.6319314
240.9715159,303.0509425
282.5109375,272.1289904
371.1477516,266.9423204
387.9173957,386.8054209
368.3951091,389.5590523
247.9595997,292.8552001
294.248446,264.7716033
370.3884772,260.0118919
391.5783708,390.9936029
386.8850908,394.9439828
237.6797944,310.3862542
224.1761401,261.5213865
341.0133016,252.9194649
382.4430702,252.5066443
406.0004953,362.0060653
405.0161007,397.8638765
382.2700793,396.0985456
270.2569212,352.081629
220.3656696,275.3861942
212.686954,250.0705943
208.9878783,245.2021766
241.0187851,242.948296
341.1284582,242.9115272
382.2434134,262.2652408
390.6042032,398.204372
245.5143265,300.1744754
205.3758571,249.0732692
204.7074587,241.4453512
332.613606,238.920239
397.1063562,368.885756
392.7456057,400.2618457
266.1177427,334.3083685
204.4340505,257.1136301
194.4800411,239.7629999
259.6778666,235.5332982
346.9584609,235.6350821
384.3284724,355.6868371
392.2242875,403.1973484
351.0012199,392.5605491
204.8843605,273.3745014
189.4128611,238.7712157
273.6953601,232.4889551
336.6892926,231.1006202
383.7696897,347.5444612
396.1106313,404.4630526
376.2842204,403.9054924
279.1859978,354.1006791
204.169796,266.7339224
183.904654,235.856689
218.6041652,229.8028582
371.0972622,331.4538116
386.6803602,402.8480272
357.7353112,388.9879255
209.5166258,275.432892
185.1315867,235.3730241
214.1262306,228.2886725
320.3794613,226.0030521
358.0736202,228.6758806
398.2425273,270.52534
399.5770283,405.2497037
382.1848933,406.2935824
273.5309366,345.7833867
188.2536518,256.7778407
322.4345497,231.3601587
369.2186035,229.0868029
414.5587107,358.2938008
